;ep;fr;flow
727;3.0;728.0;-6.824582099914551
728;3.0;729.0;-7.195484161376953
729;3.0;730.0;-7.335221290588379
730;3.0;731.0;-8.160984992980957
731;3.0;732.0;-6.597602367401123
732;3.0;733.0;-6.1981425285339355
733;3.0;734.0;-6.683546543121338
734;3.0;735.0;-6.905341625213623
735;3.0;736.0;-6.625633239746094
736;3.0;737.0;-6.557460308074951
737;3.0;738.0;-6.658506870269775
738;3.0;739.0;-6.3533196449279785
739;3.0;740.0;-5.76997184753418
740;3.0;741.0;-5.170229911804199
741;3.0;742.0;-5.565861225128174
742;3.0;743.0;-5.4433746337890625
743;3.0;744.0;-5.469183921813965
744;3.0;745.0;-5.328647613525391
745;3.0;746.0;-5.6128249168396
746;3.0;747.0;-5.195110321044922
747;3.0;748.0;-5.384604454040527
748;3.0;749.0;-5.259677410125732
749;3.0;750.0;-5.571098327636719
750;3.0;751.0;-5.556388854980469
751;3.0;752.0;-5.154049873352051
752;3.0;753.0;-5.832904815673828
753;3.0;754.0;-5.383866310119629
754;3.0;755.0;-5.404285430908203
755;3.0;756.0;-4.417366027832031
756;3.0;757.0;-4.84498405456543
757;3.0;758.0;-5.552211284637451
758;3.0;759.0;-4.531705856323242
759;3.0;760.0;-5.966578960418701
760;3.0;761.0;-4.897674083709717
761;3.0;762.0;-6.4003400802612305
762;3.0;763.0;-6.514665603637695
763;3.0;764.0;-7.048518180847168
764;3.0;765.0;-7.551783084869385
765;3.0;766.0;-8.658438682556152
766;3.0;767.0;-7.688422203063965
767;3.0;768.0;-7.738615036010742
768;3.0;769.0;-7.825174808502197
769;3.0;770.0;-8.041693687438965
770;3.0;771.0;-8.742387771606445
771;3.0;772.0;-8.3620023727417
772;3.0;773.0;-8.314019203186035
773;3.0;774.0;-9.222994804382324
774;3.0;775.0;-9.155119895935059
775;3.0;776.0;-9.499509811401367
776;3.0;777.0;-10.143481254577637
777;3.0;778.0;-9.59879207611084
778;3.0;779.0;-10.033724784851074
779;3.0;780.0;-10.176941871643066
780;3.0;781.0;-10.033605575561523
781;3.0;782.0;-11.648354530334473
782;3.0;783.0;-10.74312973022461
783;3.0;784.0;-11.022337913513184
784;3.0;785.0;-11.25792121887207
785;3.0;786.0;-10.925436973571777
786;3.0;787.0;-10.33395004272461
787;3.0;788.0;-10.703496932983398
788;3.0;789.0;-10.567997932434082
789;3.0;790.0;-9.919198036193848
790;3.0;791.0;-10.791268348693848
791;3.0;792.0;-9.463353157043457
792;3.0;793.0;-9.400808334350586
793;3.0;794.0;-9.228028297424316
794;3.0;795.0;-10.070453643798828
795;3.0;796.0;-10.21553897857666
796;3.0;797.0;-10.195975303649902
797;3.0;798.0;-9.980809211730957
798;3.0;799.0;-10.360265731811523
799;3.0;800.0;-10.36155891418457
800;3.0;801.0;-10.842544555664062
801;3.0;802.0;-10.21485710144043
802;3.0;803.0;-10.10598373413086
803;3.0;804.0;-9.830674171447754
804;3.0;805.0;-10.084228515625
805;3.0;806.0;-9.458520889282227
806;3.0;807.0;-9.490938186645508
807;3.0;808.0;-9.850205421447754
808;3.0;809.0;-9.196564674377441
809;3.0;810.0;-9.619784355163574
810;3.0;811.0;-9.694846153259277
811;3.0;812.0;-9.752218246459961
812;3.0;813.0;-10.83388614654541
813;3.0;814.0;-10.825516700744629
814;3.0;815.0;-9.752881050109863
815;3.0;816.0;-9.968748092651367
816;3.0;817.0;-10.080656051635742
817;3.0;818.0;-10.05674934387207
818;3.0;819.0;-10.604066848754883
819;3.0;820.0;-9.52000617980957
820;3.0;821.0;-10.169092178344727
821;3.0;822.0;-9.737685203552246
822;3.0;823.0;-9.476460456848145
823;3.0;824.0;-9.450432777404785
824;3.0;825.0;-9.640023231506348
825;3.0;826.0;-8.679827690124512
826;3.0;827.0;-10.060311317443848
827;3.0;828.0;-9.320196151733398
828;3.0;829.0;-10.479776382446289
829;3.0;830.0;-10.791000366210938
830;3.0;831.0;-10.450875282287598
831;3.0;832.0;-10.44786262512207
832;3.0;833.0;-10.900514602661133
833;3.0;834.0;-10.825952529907227
834;3.0;835.0;-10.638545989990234
835;3.0;836.0;-11.407645225524902
836;3.0;837.0;-11.235565185546875
837;3.0;838.0;-11.406242370605469
838;3.0;839.0;-11.495819091796875
839;3.0;840.0;-11.0961332321167
840;3.0;841.0;-10.984809875488281
841;3.0;842.0;-11.876659393310547
842;3.0;843.0;-12.090503692626953
843;3.0;844.0;-11.818279266357422
844;3.0;845.0;-12.270224571228027
845;3.0;846.0;-12.98849105834961
846;3.0;847.0;-12.487536430358887
847;3.0;848.0;-13.407187461853027
848;3.0;849.0;-13.189559936523438
849;3.0;850.0;-12.440303802490234
850;3.0;851.0;-14.1316499710083
851;3.0;852.0;-14.6204195022583
852;3.0;853.0;-13.036510467529297
853;3.0;854.0;-14.171552658081055
854;3.0;855.0;-14.523334503173828
855;3.0;856.0;-14.769061088562012
856;3.0;857.0;-13.206268310546875
857;3.0;858.0;-13.745224952697754
858;3.0;859.0;-14.015926361083984
859;3.0;860.0;-14.978840827941895
860;3.0;861.0;-14.778018951416016
861;3.0;862.0;-16.597736358642578
862;3.0;863.0;-16.40143585205078
863;3.0;864.0;-15.098134994506836
864;3.0;865.0;-16.20378875732422
865;3.0;866.0;-14.780156135559082
866;3.0;867.0;-14.893891334533691
867;3.0;868.0;-15.86673641204834
868;3.0;869.0;-15.990960121154785
869;3.0;870.0;-15.231290817260742
870;3.0;871.0;-16.264949798583984
871;3.0;872.0;-17.696489334106445
872;3.0;873.0;-15.371289253234863
873;3.0;874.0;-16.35198974609375
874;3.0;875.0;-15.314915657043457
875;3.0;876.0;-14.471349716186523
876;3.0;877.0;-14.840644836425781
877;3.0;878.0;-17.1846981048584
878;3.0;879.0;-16.481542587280273
879;3.0;880.0;-17.42950439453125
880;3.0;881.0;-16.807510375976562
881;3.0;882.0;-15.621020317077637
882;3.0;883.0;-15.71862506866455
883;3.0;884.0;-15.675301551818848
884;3.0;885.0;-15.180871963500977
885;3.0;886.0;-16.72528839111328
886;3.0;887.0;-15.903294563293457
887;3.0;888.0;-15.89201831817627
888;3.0;889.0;-17.735923767089844
889;3.0;890.0;-16.169483184814453
890;3.0;891.0;-16.01724624633789
891;3.0;892.0;-16.957714080810547
892;3.0;893.0;-15.245865821838379
893;3.0;894.0;-15.875535011291504
894;3.0;895.0;-17.193130493164062
895;3.0;896.0;-16.15671730041504
896;3.0;897.0;-17.38329315185547
897;3.0;898.0;-17.445606231689453
898;3.0;899.0;-16.26578140258789
899;3.0;900.0;-16.19459342956543
900;3.0;901.0;-16.423112869262695
901;3.0;902.0;-15.62088680267334
902;3.0;903.0;-15.848837852478027
903;3.0;904.0;-16.811674118041992
904;3.0;905.0;-15.0396728515625
905;3.0;906.0;-16.191144943237305
906;3.0;907.0;-15.485688209533691
907;3.0;908.0;-15.059635162353516
908;3.0;909.0;-15.504599571228027
909;3.0;910.0;-15.22802734375
910;3.0;911.0;-15.28674602508545
911;3.0;912.0;-15.810484886169434
912;3.0;913.0;-16.436616897583008
913;3.0;914.0;-15.847808837890625
914;3.0;915.0;-16.04175567626953
915;3.0;916.0;-15.087858200073242
916;3.0;917.0;-14.136898040771484
917;3.0;918.0;-14.286497116088867
918;3.0;919.0;-14.140976905822754
919;3.0;920.0;-15.071643829345703
920;3.0;921.0;-16.44384765625
921;3.0;922.0;-15.732558250427246
922;3.0;923.0;-14.063084602355957
923;3.0;924.0;-13.963199615478516
924;3.0;925.0;-14.072958946228027
925;3.0;926.0;-13.25120735168457
926;3.0;927.0;-13.150127410888672
927;3.0;928.0;-13.041915893554688
928;3.0;929.0;-12.601611137390137
929;3.0;930.0;-15.770291328430176
930;3.0;931.0;-13.150506019592285
931;3.0;932.0;-14.682580947875977
932;3.0;933.0;-12.572105407714844
933;3.0;934.0;-12.251100540161133
934;3.0;935.0;-12.978595733642578
935;3.0;936.0;-12.472245216369629
936;3.0;937.0;-13.215374946594238
937;3.0;938.0;-14.009114265441895
938;3.0;939.0;-13.488046646118164
939;3.0;940.0;-13.461755752563477
940;3.0;941.0;-13.605283737182617
941;3.0;942.0;-13.377915382385254
942;3.0;943.0;-12.805793762207031
943;3.0;944.0;-13.304950714111328
944;3.0;945.0;-13.646553993225098
945;3.0;946.0;-13.794734954833984
946;3.0;947.0;-12.612875938415527
947;3.0;948.0;-13.386402130126953
948;3.0;949.0;-12.781157493591309
949;3.0;950.0;-13.772706985473633
950;3.0;951.0;-13.317569732666016
951;3.0;952.0;-12.545696258544922
952;3.0;953.0;-13.345738410949707
953;3.0;954.0;-12.21987247467041
954;3.0;955.0;-12.38331127166748
955;3.0;956.0;-12.241331100463867
956;3.0;957.0;-12.454110145568848
957;3.0;958.0;-12.440025329589844
958;3.0;959.0;-12.411697387695312
959;3.0;960.0;-11.476653099060059
960;3.0;961.0;-12.747349739074707
961;3.0;962.0;-12.725993156433105
962;3.0;963.0;-12.114538192749023
963;3.0;964.0;-12.312392234802246
964;3.0;965.0;-12.502995491027832
965;3.0;966.0;-12.199753761291504
966;3.0;967.0;-12.499361991882324
967;3.0;968.0;-12.327839851379395
968;3.0;969.0;-11.692002296447754
969;3.0;970.0;-10.899920463562012
970;3.0;971.0;-10.870393753051758
971;3.0;972.0;-12.212477684020996
972;3.0;973.0;-10.921030044555664
973;3.0;974.0;-11.081521034240723
974;3.0;975.0;-11.726693153381348
975;3.0;976.0;-11.55359935760498
976;3.0;977.0;-11.545816421508789
977;3.0;978.0;-12.324057579040527
978;3.0;979.0;-11.123276710510254
979;3.0;980.0;-11.10241985321045
980;3.0;981.0;-10.29438591003418
981;3.0;982.0;-10.542810440063477
982;3.0;983.0;-10.905449867248535
983;3.0;984.0;-10.190443992614746
984;3.0;985.0;-11.46353530883789
985;3.0;986.0;-10.520453453063965
986;3.0;987.0;-11.12350845336914
987;3.0;988.0;-10.918205261230469
988;3.0;989.0;-11.101652145385742
989;3.0;990.0;-10.71068286895752
990;3.0;991.0;-10.531028747558594
991;3.0;992.0;-11.207684516906738
992;3.0;993.0;-10.927452087402344
993;3.0;994.0;-10.860899925231934
994;3.0;995.0;-10.900970458984375
995;3.0;996.0;-11.105497360229492
996;3.0;997.0;-10.39671516418457
997;3.0;998.0;-10.75714111328125
998;3.0;999.0;-10.946172714233398
999;3.0;1000.0;-10.284310340881348
1000;3.0;1001.0;-11.23001480102539
1001;3.0;1002.0;-10.971817016601562
1002;3.0;1003.0;-10.646583557128906
1003;3.0;1004.0;-10.183878898620605
1004;3.0;1005.0;-10.372257232666016
1005;3.0;1006.0;-11.161454200744629
1006;3.0;1007.0;-11.3670015335083
1007;3.0;1008.0;-10.689006805419922
1008;3.0;1009.0;-10.99736499786377
1009;3.0;1010.0;-10.894257545471191
1010;3.0;1011.0;-10.48057746887207
1011;3.0;1012.0;-11.030691146850586
1012;3.0;1013.0;-10.025681495666504
1013;3.0;1014.0;-10.860151290893555
1014;3.0;1015.0;-10.769091606140137
1015;3.0;1016.0;-10.25612735748291
1016;3.0;1017.0;-9.92663288116455
1017;3.0;1018.0;-10.735550880432129
1018;3.0;1019.0;-9.3492431640625
1019;3.0;1020.0;-10.344850540161133
1020;3.0;1021.0;-10.830519676208496
1021;3.0;1022.0;-11.215503692626953
1022;3.0;1023.0;-11.212549209594727
1023;3.0;1024.0;-10.865479469299316
1024;3.0;1025.0;-10.468557357788086
1025;3.0;1026.0;-9.842065811157227
1026;3.0;1027.0;-9.122931480407715
1027;3.0;1028.0;-10.599983215332031
1028;3.0;1029.0;-9.600641250610352
1029;3.0;1030.0;-9.603344917297363
1030;3.0;1031.0;-11.192424774169922
1031;3.0;1032.0;-10.3225679397583
1032;3.0;1033.0;-10.128165245056152
1033;3.0;1034.0;-10.805827140808105
1034;3.0;1035.0;-10.602715492248535
1035;3.0;1036.0;-10.702064514160156
1036;3.0;1037.0;-10.371805191040039
1037;3.0;1038.0;-10.193556785583496
1038;3.0;1039.0;-10.7665433883667
1039;3.0;1040.0;-10.696924209594727
1040;3.0;1041.0;-10.261129379272461
1041;3.0;1042.0;-9.526864051818848
1042;3.0;1043.0;-10.524237632751465
1043;3.0;1044.0;-10.561744689941406
1044;3.0;1045.0;-10.326767921447754
1045;3.0;1046.0;-9.967059135437012
1046;3.0;1047.0;-12.29718017578125
1047;3.0;1048.0;-11.436212539672852
1048;3.0;1049.0;-12.165129661560059
1049;3.0;1050.0;-12.824402809143066
1050;3.0;1051.0;-11.201855659484863
1051;3.0;1052.0;-11.520865440368652
1052;3.0;1053.0;-11.394466400146484
1053;3.0;1054.0;-13.437774658203125
1054;3.0;1055.0;-14.258466720581055
1055;3.0;1056.0;-11.764081954956055
1056;3.0;1057.0;-12.759044647216797
1057;3.0;1058.0;-13.662822723388672
1058;3.0;1059.0;-12.888900756835938
1059;3.0;1060.0;-13.140870094299316
1060;3.0;1061.0;-14.586936950683594
1061;3.0;1062.0;-13.93013858795166
1062;3.0;1063.0;-15.262724876403809
1063;3.0;1064.0;-13.73844051361084
1064;3.0;1065.0;-12.59282112121582
1065;3.0;1066.0;-14.466782569885254
1066;3.0;1067.0;-15.446298599243164
1067;3.0;1068.0;-14.994215965270996
1068;3.0;1069.0;-15.995685577392578
1069;3.0;1070.0;-15.948294639587402
1070;3.0;1071.0;-15.630878448486328
1071;3.0;1072.0;-16.996524810791016
1072;3.0;1073.0;-16.475059509277344
1073;3.0;1074.0;-16.260900497436523
1074;3.0;1075.0;-16.581899642944336
1075;3.0;1076.0;-16.1008358001709
1076;3.0;1077.0;-16.181812286376953
1077;3.0;1078.0;-16.60429573059082
1078;3.0;1079.0;-15.577065467834473
1079;3.0;1080.0;-15.912348747253418
1080;3.0;1081.0;-17.013011932373047
1081;3.0;1082.0;-13.849669456481934
1082;3.0;1083.0;-15.049757957458496
1083;3.0;1084.0;-15.592747688293457
1084;3.0;1085.0;-15.064425468444824
1085;3.0;1086.0;-15.006356239318848
1086;3.0;1087.0;-15.899066925048828
1087;3.0;1088.0;-15.661591529846191
1088;3.0;1089.0;-16.09862518310547
1089;3.0;1090.0;-16.240924835205078
1090;3.0;1091.0;-15.344941139221191
1091;3.0;1092.0;-15.641396522521973
1092;3.0;1093.0;-14.010184288024902
1093;3.0;1094.0;-13.388631820678711
1094;3.0;1095.0;-14.189114570617676
1095;3.0;1096.0;-13.526358604431152
1096;3.0;1097.0;-15.780613899230957
1097;3.0;1098.0;-15.661077499389648
1098;3.0;1099.0;-14.824918746948242
1099;3.0;1100.0;-15.372841835021973
1100;3.0;1101.0;-15.70382308959961
1101;3.0;1102.0;-14.678102493286133
1102;3.0;1103.0;-13.743378639221191
1103;3.0;1104.0;-14.186466217041016
1104;3.0;1105.0;-14.658095359802246
1105;3.0;1106.0;-14.753201484680176
1106;3.0;1107.0;-15.608842849731445
1107;3.0;1108.0;-14.852400779724121
1108;3.0;1109.0;-13.333844184875488
1109;3.0;1110.0;-14.406759262084961
1110;3.0;1111.0;-15.062042236328125
1111;3.0;1112.0;-14.709949493408203
1112;3.0;1113.0;-15.48913288116455
1113;3.0;1114.0;-16.6097469329834
1114;3.0;1115.0;-13.962392807006836
1115;3.0;1116.0;-14.388250350952148
1116;3.0;1117.0;-15.489625930786133
1117;3.0;1118.0;-13.183080673217773
1118;3.0;1119.0;-14.412903785705566
1119;3.0;1120.0;-15.714963912963867
1120;3.0;1121.0;-14.90150260925293
1121;3.0;1122.0;-15.619332313537598
1122;3.0;1123.0;-16.652917861938477
1123;3.0;1124.0;-14.170945167541504
1124;3.0;1125.0;-16.362199783325195
1125;3.0;1126.0;-15.437970161437988
1126;3.0;1127.0;-14.725500106811523
1127;3.0;1128.0;-15.21641731262207
1128;3.0;1129.0;-14.63778018951416
1129;3.0;1130.0;-15.515753746032715
1130;3.0;1131.0;-15.228730201721191
1131;3.0;1132.0;-15.588749885559082
1132;3.0;1133.0;-15.562849998474121
1133;3.0;1134.0;-15.286446571350098
1134;3.0;1135.0;-14.918588638305664
1135;3.0;1136.0;-14.867413520812988
1136;3.0;1137.0;-14.990681648254395
1137;3.0;1138.0;-14.602914810180664
1138;3.0;1139.0;-14.491915702819824
1139;3.0;1140.0;-13.905421257019043
1140;3.0;1141.0;-14.147451400756836
1141;3.0;1142.0;-13.6035737991333
1142;3.0;1143.0;-14.211713790893555
1143;3.0;1144.0;-12.91856861114502
1144;3.0;1145.0;-13.942978858947754
1145;3.0;1146.0;-13.968001365661621
1146;3.0;1147.0;-14.031830787658691
1147;3.0;1148.0;-15.124677658081055
1148;3.0;1149.0;-15.60653018951416
1149;3.0;1150.0;-13.953841209411621
1150;3.0;1151.0;-11.638147354125977
1151;3.0;1152.0;-11.1735258102417
1152;3.0;1153.0;-12.14091682434082
1153;3.0;1154.0;-13.433813095092773
1154;3.0;1155.0;-13.3489990234375
1155;3.0;1156.0;-15.097400665283203
1156;3.0;1157.0;-15.553803443908691
1157;3.0;1158.0;-15.778898239135742
1158;3.0;1159.0;-14.128837585449219
1159;3.0;1160.0;-12.72659969329834
1160;3.0;1161.0;-12.62756633758545
1161;3.0;1162.0;-13.368403434753418
1162;3.0;1163.0;-13.47330379486084
1163;3.0;1164.0;-12.925725936889648
1164;3.0;1165.0;-13.495062828063965
1165;3.0;1166.0;-13.955817222595215
1166;3.0;1167.0;-15.936270713806152
1167;3.0;1168.0;-16.708070755004883
1168;3.0;1169.0;-13.806350708007812
1169;3.0;1170.0;-14.352690696716309
1170;3.0;1171.0;-13.143913269042969
1171;3.0;1172.0;-13.7096529006958
1172;3.0;1173.0;-14.425249099731445
1173;3.0;1174.0;-15.392653465270996
1174;3.0;1175.0;-14.790205001831055
1175;3.0;1176.0;-14.194128036499023
1176;3.0;1177.0;-14.130640983581543
1177;3.0;1178.0;-14.007771492004395
1178;3.0;1179.0;-15.118178367614746
1179;3.0;1180.0;-15.040413856506348
1180;3.0;1181.0;-14.907233238220215
1181;3.0;1182.0;-15.164078712463379
1182;3.0;1183.0;-13.682156562805176
1183;3.0;1184.0;-12.606087684631348
1184;3.0;1185.0;-13.329641342163086
1185;3.0;1186.0;-12.687663078308105
1186;3.0;1187.0;-12.816003799438477
1187;3.0;1188.0;-14.908771514892578
1188;3.0;1189.0;-14.085868835449219
1189;3.0;1190.0;-14.66279125213623
1190;3.0;1191.0;-15.841165542602539
1191;3.0;1192.0;-15.428443908691406
1192;3.0;1193.0;-16.087345123291016
1193;3.0;1194.0;-13.679210662841797
1194;3.0;1195.0;-12.963398933410645
1195;3.0;1196.0;-14.180862426757812
1196;3.0;1197.0;-13.13360595703125
1197;3.0;1198.0;-13.744935035705566
1198;3.0;1199.0;-14.526318550109863
1199;3.0;1200.0;-13.452147483825684
1200;3.0;1201.0;-14.383870124816895
1201;3.0;1202.0;-13.973308563232422
1202;3.0;1203.0;-13.942083358764648
1203;3.0;1204.0;-13.950055122375488
1204;3.0;1205.0;-12.512054443359375
1205;3.0;1206.0;-13.870817184448242
1206;3.0;1207.0;-13.075486183166504
1207;3.0;1208.0;-13.620586395263672
1208;3.0;1209.0;-13.298460006713867
1209;3.0;1210.0;-12.980913162231445
1210;3.0;1211.0;-12.225162506103516
1211;3.0;1212.0;-12.170811653137207
1212;3.0;1213.0;-13.865996360778809
1213;3.0;1214.0;-12.341580390930176
1214;3.0;1215.0;-12.795660018920898
1215;3.0;1216.0;-13.821259498596191
1216;3.0;1217.0;-11.847808837890625
1217;3.0;1218.0;-12.392980575561523
1218;3.0;1219.0;-13.524799346923828
1219;3.0;1220.0;-11.857707023620605
1220;3.0;1221.0;-12.598852157592773
1221;3.0;1222.0;-14.403741836547852
1222;3.0;1223.0;-12.122509956359863
1223;3.0;1224.0;-13.74324893951416
1224;3.0;1225.0;-15.425589561462402
1225;3.0;1226.0;-13.386566162109375
1226;3.0;1227.0;-15.552584648132324
1227;3.0;1228.0;-13.209766387939453
1228;3.0;1229.0;-12.474858283996582
1229;3.0;1230.0;-11.936580657958984
1230;3.0;1231.0;-11.162766456604004
1231;3.0;1232.0;-11.789750099182129
1232;3.0;1233.0;-13.875792503356934
1233;3.0;1234.0;-15.25481128692627
1234;3.0;1235.0;-15.75048542022705
1235;3.0;1236.0;-14.157097816467285
1236;3.0;1237.0;-12.957439422607422
1237;3.0;1238.0;-14.044776916503906
1238;3.0;1239.0;-14.992680549621582
1239;3.0;1240.0;-16.227128982543945
1240;3.0;1241.0;-15.58031940460205
1241;3.0;1242.0;-16.121604919433594
1242;3.0;1243.0;-17.544042587280273
1243;3.0;1244.0;-16.909624099731445
1244;3.0;1245.0;-14.559861183166504
1245;3.0;1246.0;-13.673116683959961
1246;3.0;1247.0;-14.720417022705078
1247;3.0;1248.0;-14.040008544921875
1248;3.0;1249.0;-15.9714994430542
1249;3.0;1250.0;-16.03983497619629
1250;3.0;1251.0;-16.424396514892578
1251;3.0;1252.0;-17.329296112060547
1252;3.0;1253.0;-16.86200523376465
