;ep;fr;flow
428;2.0;429.0;-11.303993225097656
429;2.0;430.0;-12.157027244567871
430;2.0;431.0;-10.789886474609375
431;2.0;432.0;-10.643287658691406
432;2.0;433.0;-11.673666954040527
433;2.0;434.0;-11.411723136901855
434;2.0;435.0;-13.493951797485352
435;2.0;436.0;-11.800108909606934
436;2.0;437.0;-10.471144676208496
437;2.0;438.0;-11.602449417114258
438;2.0;439.0;-12.44434642791748
439;2.0;440.0;-12.781110763549805
440;2.0;441.0;-13.452741622924805
441;2.0;442.0;-12.7103910446167
442;2.0;443.0;-12.40005874633789
443;2.0;444.0;-13.753613471984863
444;2.0;445.0;-12.468749046325684
445;2.0;446.0;-11.752884864807129
446;2.0;447.0;-10.91515827178955
447;2.0;448.0;-11.249155044555664
448;2.0;449.0;-10.679285049438477
449;2.0;450.0;-12.004321098327637
450;2.0;451.0;-13.145343780517578
451;2.0;452.0;-12.869464874267578
452;2.0;453.0;-13.827713012695312
453;2.0;454.0;-12.096826553344727
454;2.0;455.0;-14.955071449279785
455;2.0;456.0;-14.887895584106445
456;2.0;457.0;-14.71500015258789
457;2.0;458.0;-14.098236083984375
458;2.0;459.0;-14.217164993286133
459;2.0;460.0;-14.431267738342285
460;2.0;461.0;-14.00552749633789
461;2.0;462.0;-13.823378562927246
462;2.0;463.0;-14.243216514587402
463;2.0;464.0;-14.894134521484375
464;2.0;465.0;-14.416770935058594
465;2.0;466.0;-14.154775619506836
466;2.0;467.0;-15.639307022094727
467;2.0;468.0;-15.702770233154297
468;2.0;469.0;-15.453993797302246
469;2.0;470.0;-13.599553108215332
470;2.0;471.0;-14.414764404296875
471;2.0;472.0;-14.375699996948242
472;2.0;473.0;-14.436507225036621
473;2.0;474.0;-14.035758018493652
474;2.0;475.0;-13.986353874206543
475;2.0;476.0;-13.557502746582031
476;2.0;477.0;-13.39834976196289
477;2.0;478.0;-13.055036544799805
478;2.0;479.0;-12.64120101928711
479;2.0;480.0;-11.762419700622559
480;2.0;481.0;-14.1376953125
481;2.0;482.0;-12.52587890625
482;2.0;483.0;-13.977768898010254
483;2.0;484.0;-13.347057342529297
484;2.0;485.0;-13.965463638305664
485;2.0;486.0;-13.65099048614502
486;2.0;487.0;-12.741436004638672
487;2.0;488.0;-13.620601654052734
488;2.0;489.0;-12.695328712463379
489;2.0;490.0;-14.297588348388672
490;2.0;491.0;-13.34398078918457
491;2.0;492.0;-13.22771167755127
492;2.0;493.0;-12.967522621154785
493;2.0;494.0;-12.8267183303833
494;2.0;495.0;-12.607266426086426
495;2.0;496.0;-13.163615226745605
496;2.0;497.0;-13.287436485290527
497;2.0;498.0;-12.583808898925781
498;2.0;499.0;-13.759146690368652
499;2.0;500.0;-14.498077392578125
500;2.0;501.0;-13.26089859008789
501;2.0;502.0;-13.909460067749023
502;2.0;503.0;-14.40253734588623
503;2.0;504.0;-13.493847846984863
504;2.0;505.0;-14.557531356811523
505;2.0;506.0;-14.014047622680664
506;2.0;507.0;-13.058485984802246
507;2.0;508.0;-15.161109924316406
508;2.0;509.0;-13.337813377380371
509;2.0;510.0;-12.646464347839355
510;2.0;511.0;-13.492587089538574
511;2.0;512.0;-12.061105728149414
512;2.0;513.0;-14.122641563415527
513;2.0;514.0;-13.868927001953125
514;2.0;515.0;-14.168417930603027
515;2.0;516.0;-13.348978996276855
516;2.0;517.0;-15.180581092834473
517;2.0;518.0;-13.96341323852539
518;2.0;519.0;-13.35998249053955
519;2.0;520.0;-14.222243309020996
520;2.0;521.0;-13.854622840881348
521;2.0;522.0;-15.390125274658203
522;2.0;523.0;-13.75053882598877
523;2.0;524.0;-14.509977340698242
524;2.0;525.0;-13.837623596191406
525;2.0;526.0;-13.240569114685059
526;2.0;527.0;-14.467888832092285
527;2.0;528.0;-13.964781761169434
528;2.0;529.0;-14.949153900146484
529;2.0;530.0;-14.884984970092773
530;2.0;531.0;-14.950582504272461
531;2.0;532.0;-13.611249923706055
532;2.0;533.0;-15.455434799194336
533;2.0;534.0;-15.982115745544434
534;2.0;535.0;-15.213974952697754
535;2.0;536.0;-15.7908296585083
536;2.0;537.0;-16.267669677734375
537;2.0;538.0;-15.874030113220215
538;2.0;539.0;-18.061067581176758
539;2.0;540.0;-16.20962905883789
540;2.0;541.0;-15.687058448791504
541;2.0;542.0;-17.542675018310547
542;2.0;543.0;-16.925037384033203
543;2.0;544.0;-17.78607940673828
544;2.0;545.0;-18.21385383605957
545;2.0;546.0;-17.592422485351562
546;2.0;547.0;-17.868873596191406
547;2.0;548.0;-18.866945266723633
548;2.0;549.0;-18.439167022705078
549;2.0;550.0;-18.574378967285156
550;2.0;551.0;-19.75021743774414
551;2.0;552.0;-18.80295181274414
552;2.0;553.0;-19.74984359741211
553;2.0;554.0;-18.99827766418457
554;2.0;555.0;-20.930702209472656
555;2.0;556.0;-19.19000816345215
556;2.0;557.0;-19.29898452758789
557;2.0;558.0;-19.347747802734375
558;2.0;559.0;-18.1851806640625
559;2.0;560.0;-18.976505279541016
560;2.0;561.0;-18.16252899169922
561;2.0;562.0;-19.440946578979492
562;2.0;563.0;-18.4504451751709
563;2.0;564.0;-16.371599197387695
564;2.0;565.0;-18.208406448364258
565;2.0;566.0;-19.532081604003906
566;2.0;567.0;-19.055814743041992
567;2.0;568.0;-16.922250747680664
568;2.0;569.0;-19.418550491333008
569;2.0;570.0;-18.956867218017578
570;2.0;571.0;-18.8936824798584
571;2.0;572.0;-18.47438621520996
572;2.0;573.0;-18.063573837280273
573;2.0;574.0;-19.332246780395508
574;2.0;575.0;-18.340545654296875
575;2.0;576.0;-18.999996185302734
576;2.0;577.0;-18.48223876953125
577;2.0;578.0;-16.08654022216797
578;2.0;579.0;-18.412458419799805
579;2.0;580.0;-18.179908752441406
580;2.0;581.0;-18.824377059936523
581;2.0;582.0;-18.980770111083984
582;2.0;583.0;-17.89992904663086
583;2.0;584.0;-17.580781936645508
584;2.0;585.0;-16.732852935791016
585;2.0;586.0;-16.170621871948242
586;2.0;587.0;-17.00834846496582
587;2.0;588.0;-17.77305793762207
588;2.0;589.0;-15.874324798583984
589;2.0;590.0;-18.540912628173828
590;2.0;591.0;-16.152605056762695
591;2.0;592.0;-16.03580665588379
592;2.0;593.0;-16.97161865234375
593;2.0;594.0;-16.178064346313477
594;2.0;595.0;-16.42984390258789
595;2.0;596.0;-14.8961820602417
596;2.0;597.0;-14.609685897827148
597;2.0;598.0;-14.637008666992188
598;2.0;599.0;-14.676082611083984
599;2.0;600.0;-15.339280128479004
600;2.0;601.0;-14.421059608459473
601;2.0;602.0;-15.669705390930176
602;2.0;603.0;-15.210159301757812
603;2.0;604.0;-15.662500381469727
604;2.0;605.0;-15.500946044921875
605;2.0;606.0;-14.844019889831543
606;2.0;607.0;-14.877607345581055
607;2.0;608.0;-13.772887229919434
608;2.0;609.0;-14.35693359375
609;2.0;610.0;-14.30203914642334
610;2.0;611.0;-13.002687454223633
611;2.0;612.0;-14.668691635131836
612;2.0;613.0;-14.121028900146484
613;2.0;614.0;-14.056816101074219
614;2.0;615.0;-13.926817893981934
615;2.0;616.0;-13.367773056030273
616;2.0;617.0;-13.35119915008545
617;2.0;618.0;-12.91037368774414
618;2.0;619.0;-13.015250205993652
619;2.0;620.0;-13.028761863708496
620;2.0;621.0;-12.091541290283203
621;2.0;622.0;-12.046972274780273
622;2.0;623.0;-12.331724166870117
623;2.0;624.0;-11.83797550201416
624;2.0;625.0;-12.90588092803955
625;2.0;626.0;-12.229107856750488
626;2.0;627.0;-11.434493064880371
627;2.0;628.0;-11.712163925170898
628;2.0;629.0;-10.719829559326172
629;2.0;630.0;-10.629615783691406
630;2.0;631.0;-11.34051513671875
631;2.0;632.0;-11.165857315063477
632;2.0;633.0;-10.714834213256836
633;2.0;634.0;-11.004403114318848
634;2.0;635.0;-10.892027854919434
635;2.0;636.0;-11.094541549682617
636;2.0;637.0;-10.044586181640625
637;2.0;638.0;-9.559340476989746
638;2.0;639.0;-10.027961730957031
639;2.0;640.0;-9.139081954956055
640;2.0;641.0;-9.630663871765137
641;2.0;642.0;-9.297650337219238
642;2.0;643.0;-9.728554725646973
643;2.0;644.0;-8.416828155517578
644;2.0;645.0;-8.590469360351562
645;2.0;646.0;-9.185428619384766
646;2.0;647.0;-8.760231971740723
647;2.0;648.0;-8.719680786132812
648;2.0;649.0;-7.898884296417236
649;2.0;650.0;-7.849596977233887
650;2.0;651.0;-7.840601444244385
651;2.0;652.0;-7.559671401977539
652;2.0;653.0;-7.830528736114502
653;2.0;654.0;-7.979777812957764
654;2.0;655.0;-7.945964336395264
655;2.0;656.0;-6.747410297393799
656;2.0;657.0;-7.1047892570495605
657;2.0;658.0;-6.519297122955322
658;2.0;659.0;-5.901790618896484
659;2.0;660.0;-6.640667915344238
660;2.0;661.0;-6.199431419372559
661;2.0;662.0;-6.2364182472229
662;2.0;663.0;-5.289958477020264
663;2.0;664.0;-5.041383743286133
664;2.0;665.0;-5.418072700500488
665;2.0;666.0;-6.61110258102417
666;2.0;667.0;-5.145723342895508
667;2.0;668.0;-5.719461441040039
668;2.0;669.0;-6.078874588012695
669;2.0;670.0;-5.713414192199707
670;2.0;671.0;-5.650073528289795
671;2.0;672.0;-5.857693672180176
672;2.0;673.0;-5.135538101196289
673;2.0;674.0;-5.070947647094727
674;2.0;675.0;-4.8861589431762695
675;2.0;676.0;-4.886711597442627
676;2.0;677.0;-4.982812404632568
677;2.0;678.0;-4.8209686279296875
678;2.0;679.0;-4.806817054748535
679;2.0;680.0;-5.354673862457275
680;2.0;681.0;-5.196739196777344
681;2.0;682.0;-5.344575881958008
682;2.0;683.0;-5.142024040222168
683;2.0;684.0;-4.8202056884765625
684;2.0;685.0;-5.378630638122559
685;2.0;686.0;-5.352846622467041
686;2.0;687.0;-5.057174205780029
687;2.0;688.0;-4.823132514953613
688;2.0;689.0;-4.9248223304748535
689;2.0;690.0;-4.376190185546875
690;2.0;691.0;-4.7173261642456055
691;2.0;692.0;-4.363332748413086
692;2.0;693.0;-4.82092809677124
693;2.0;694.0;-5.235503673553467
694;2.0;695.0;-5.263879299163818
695;2.0;696.0;-5.04490327835083
696;2.0;697.0;-5.719511032104492
697;2.0;698.0;-6.642077922821045
698;2.0;699.0;-6.8129072189331055
699;2.0;700.0;-7.652469158172607
700;2.0;701.0;-7.245947360992432
701;2.0;702.0;-7.541969299316406
702;2.0;703.0;-7.69173002243042
703;2.0;704.0;-8.421897888183594
704;2.0;705.0;-8.305167198181152
705;2.0;706.0;-8.064178466796875
706;2.0;707.0;-7.785363674163818
707;2.0;708.0;-8.719928741455078
708;2.0;709.0;-8.454980850219727
709;2.0;710.0;-9.50112247467041
710;2.0;711.0;-9.76609992980957
711;2.0;712.0;-10.54982852935791
712;2.0;713.0;-11.444107055664062
713;2.0;714.0;-11.405555725097656
714;2.0;715.0;-12.210734367370605
715;2.0;716.0;-12.393515586853027
716;2.0;717.0;-11.153117179870605
717;2.0;718.0;-12.242059707641602
718;2.0;719.0;-13.430164337158203
719;2.0;720.0;-12.315834999084473
720;2.0;721.0;-12.618852615356445
721;2.0;722.0;-12.593588829040527
722;2.0;723.0;-11.335614204406738
723;2.0;724.0;-14.366989135742188
724;2.0;725.0;-13.682082176208496
725;2.0;726.0;-13.5464506149292
726;2.0;727.0;-13.42309284210205
727;2.0;728.0;-12.795207977294922
728;2.0;729.0;-13.42407512664795
729;2.0;730.0;-14.186725616455078
730;2.0;731.0;-14.522501945495605
731;2.0;732.0;-13.845078468322754
732;2.0;733.0;-14.377817153930664
733;2.0;734.0;-13.77217960357666
734;2.0;735.0;-14.301018714904785
