folder;frame_nr;snout_x;snout_y;ear_x;ear_y;withers_x;withers_y;croup_x;croup_y;shoulder_x;shoulder_y;elbow_x;elbow_y;carpal_x;carpal_y;ankle_x;ankle_y;hoof_x;hoof_y
D:/Falk/19_zebra_video/frames_ep2;0;928.9318033504751;638.6327520237206;1018.5850400285702;445.17038278783735;1405.4832424746232;431.30859309180835;1732.5122145285222;433.1166526173773;1310.2128137131713;628.9897678873526;1403.5832621194181;664.5482718902097;1474.1435440314272;845.3542244471098;1528.9671430682802;947.81093089602;1484.3683414375782;1018.927938901734
D:/Falk/19_zebra_video/frames_ep2;1;928.9318033504751;638.6327520237206;1018.5850400285702;445.17038278783735;1405.4832424746232;431.91127960033134;1732.5122145285222;433.1166526173773;1310.2128137131713;628.9897678873526;1403.5832621194181;664.5482718902097;1469.9247384717664;843.5461649215408;1522.9402779830502;946.6055578789739;1487.9844604887162;1019.530625410257
D:/Falk/19_zebra_video/frames_ep2;2;930.7398628760442;644.0569306004276;1018.5850400285702;445.17038278783735;1405.4832424746232;431.91127960033134;1732.5122145285222;433.1166526173773;1310.2128137131713;628.9897678873526;1403.5832621194181;666.9590179243016;1471.7327979973352;848.3676569897248;1537.404754187602;945.4001848619279;1507.2704287614522;1018.325252393211
D:/Falk/19_zebra_video/frames_ep2;3;930.7398628760442;639.8381250407666;1018.5850400285702;445.17038278783735;1405.4832424746232;431.91127960033134;1732.5122145285222;433.1166526173773;1313.8289327643092;627.1817083617835;1404.1859486279411;666.9590179243016;1459.076381318352;856.2025816005238;1530.7752025938491;938.1679467596518;1528.9671430682802;1020.13331191878
D:/Falk/19_zebra_video/frames_ep2;4;932.5479224016132;642.2488710748586;1016.7769805030013;440.95157722817635;1408.4966750172384;426.48710102362435;1732.5122145285222;433.1166526173773;1313.8289327643092;627.1817083617835;1404.1859486279411;666.9590179243016;1420.50444477288;862.8321331942768;1500.6408771676993;941.1813793022669;1562.1149010370452;1007.4768952397969
D:/Falk/19_zebra_video/frames_ep2;5;935.5613549442282;647.6730496515656;1015.5716074859553;440.95157722817635;1410.3047345428072;424.0763549895323;1737.9363931052292;427.69247404067033;1313.8289327643092;622.3602162935995;1404.1859486279411;666.9590179243016;1380.7271352103621;870.0643712965527;1461.466254113704;941.1813793022669;1538.610127204648;985.177494424446
D:/Falk/19_zebra_video/frames_ep2;6;937.3694144697972;657.3160337879336;1016.1742939944783;444.56769627931436;1413.3181670854224;422.87098197248633;1743.360571681936;429.5005335662393;1307.8020676790793;625.9763353447375;1404.1859486279411;666.9590179243016;1340.9498256478441;867.0509387539378;1417.470138991525;936.3598872340829;1485.5737144546242;996.02585157786
D:/Falk/19_zebra_video/frames_ep2;7;942.7935930465042;668.1643909413476;1014.9689209774323;452.4026208901134;1415.1262266109914;424.0763549895323;1746.976690733074;433.7193391259003;1304.1859486279411;627.7843948703065;1393.9402779830502;677.8073750777156;1307.8020676790793;854.9972085834778;1380.1035754630989;933.9491411999909;1433.1399882131232;1006.8742087312739
D:/Falk/19_zebra_video/frames_ep2;8;952.4365771828722;682.0261806373767;1014.9689209774323;462.6482915350044;1421.1530916962215;427.69247404067033;1749.9901232756893;439.14351770260737;1300.5698295768032;624.1682758191686;1391.5295319489583;671.7805099924856;1275.85968272736;842.3407919044948;1331.285968272736;931.5383951658989;1374.6793968863922;1012.298387307981
D:/Falk/19_zebra_video/frames_ep2;9;958.4634422681022;696.4906568419286;1014.9689209774323;479.5235137736484;1423.5638377303135;428.8978470577163;1753.0035558183042;445.77306929636035;1296.3510240171422;621.1548432765535;1385.502666863728;671.1778234839626;1251.149535877917;827.8763156999428;1283.071047590896;930.3330221488529;1308.383880948862;1018.325252393211
D:/Falk/19_zebra_video/frames_ep2;10;963.2849343362861;709.7497600294346;1014.3662344689093;488.5638114014934;1424.7692107473595;430.10322007476236;1756.0169883609192;456.6214264497744;1293.337591474527;622.3602162935995;1377.065055744406;673.5885695180546;1242.109238250072;822.4521371232357;1246.3071705709929;936.3598872340829;1245.7044840624699;1027.365550021056
